address,suburb,lot_area_sqm,centroid_lat,centroid_lon,is_corner_lot,n_vertices,size_flag,zone,is_heritage,is_foreshore,is_reservation,is_acid_sulfate,drop_reason,verified_clean
1 Altona Street Abbotsford,Abbotsford,1006.3,-33.848434,151.127595,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Battersea Street Abbotsford,Abbotsford,505.6,-33.845726,151.127969,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Bickleigh Street Abbotsford,Abbotsford,898.2,-33.855607,151.129765,True,10,normal,R2,False,False,True,True,,True
1 Campbell Street Abbotsford,Abbotsford,901.0,-33.856555,151.129086,True,21,normal,R2,False,False,True,True,,True
1 Charlton Street Abbotsford,Abbotsford,580.0,-33.851324,151.126437,True,6,normal,R2,False,False,True,True,,True
1 Curtin Avenue Abbotsford,Abbotsford,780.8,-33.853668,151.136798,True,22,normal,R2,False,False,True,True,,True
1 Fitzroy Street Abbotsford,Abbotsford,453.1,-33.846663,151.127908,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Glen Ormond Avenue Abbotsford,Abbotsford,728.7,-33.85347,151.129239,True,8,normal,R2,False,False,True,True,,True
1 Hunter Street Abbotsford,Abbotsford,707.5,-33.8479,151.124892,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Margaret Street Abbotsford,Abbotsford,697.0,-33.854793,151.137107,False,5,normal,R2,False,False,True,True,,True
1 Mcgirr Place Abbotsford,Abbotsford,715.9,-33.853906,151.131603,True,21,normal,R2,False,False,True,True,,True
1 Montrose Road Abbotsford,Abbotsford,685.9,-33.848568,151.130483,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Raynor Avenue Abbotsford,Abbotsford,634.8,-33.852231,151.131165,True,6,normal,R2,False,False,True,True,,True
1 The Terrace Abbotsford,Abbotsford,526.1,-33.845326,151.127947,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Tyler Crescent Abbotsford,Abbotsford,540.6,-33.854251,151.13552,False,5,normal,R2,False,False,True,True,,True
1 Werona Avenue Abbotsford,Abbotsford,547.8,-33.853884,151.127969,True,7,normal,R2,False,False,True,True,,True
10 Campbell Street Abbotsford,Abbotsford,588.6,-33.856096,151.12956,False,5,normal,R2,False,False,True,True,,True
10 Curtin Avenue Abbotsford,Abbotsford,1051.4,-33.853377,151.135809,True,7,normal,R2,False,False,True,True,,True
10 Henry Lawson Avenue Abbotsford,Abbotsford,578.4,-33.852397,151.128301,False,5,normal,R2,False,False,True,True,,True
10 Kokoda Street Abbotsford,Abbotsford,742.8,-33.853547,151.13341,False,5,normal,R2,False,False,True,True,,True
10 Raynor Avenue Abbotsford,Abbotsford,666.7,-33.852015,151.130321,False,5,normal,R2,False,False,True,True,,True
10 St Albans Street Abbotsford,Abbotsford,794.5,-33.855084,151.1282,True,6,normal,R2,False,False,True,True,,True
108 Hampden Road Abbotsford,Abbotsford,467.7,-33.854604,151.136862,True,8,normal,R2,False,False,True,True,,True
108A Hampden Road Abbotsford,Abbotsford,467.7,-33.854604,151.136862,True,8,normal,R2,False,False,True,True,,True
11 Bickleigh Street Abbotsford,Abbotsford,515.6,-33.855652,151.129147,True,6,normal,R2,False,False,True,True,,True
11 Checkley Street Abbotsford,Abbotsford,759.2,-33.847872,151.123998,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Fitzroy Street Abbotsford,Abbotsford,659.5,-33.84704,151.127145,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Kokoda Street Abbotsford,Abbotsford,902.5,-33.853128,151.133752,True,19,normal,R2,False,False,True,True,,True
11 Margaret Street Abbotsford,Abbotsford,698.6,-33.854227,151.13722,False,5,normal,R2,False,False,True,True,,True
11 Marmion Road Abbotsford,Abbotsford,1009.2,-33.846532,151.12946,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
114 Hampden Road Abbotsford,Abbotsford,567.0,-33.854633,151.136552,False,5,normal,R2,False,False,True,True,,True
11A Campbell Street Abbotsford,Abbotsford,1170.7,-33.856057,151.128251,True,11,normal,R2,False,False,True,True,,True
11A Tyler Crescent Abbotsford,Abbotsford,572.8,-33.85327,151.134464,True,13,normal,R2,False,False,True,True,,True
11B Campbell Street Abbotsford,Abbotsford,996.4,-33.855935,151.128798,True,8,normal,R2,False,False,True,True,,True
12 Abbotsford Parade Abbotsford,Abbotsford,1018.1,-33.849017,151.127074,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
12 Campbell Street Abbotsford,Abbotsford,647.3,-33.856018,151.129576,True,6,normal,R2,False,False,True,True,,True
12 Curtin Avenue Abbotsford,Abbotsford,973.4,-33.853585,151.135565,True,23,normal,R2,False,False,True,True,,True
12 Glen Ormond Avenue Abbotsford,Abbotsford,564.0,-33.853129,151.1284,True,6,normal,R2,False,False,True,True,,True
12 Irene Street Abbotsford,Abbotsford,564.2,-33.856795,151.129459,False,5,normal,R2,False,False,True,True,,True
12 Kokoda Street Abbotsford,Abbotsford,727.4,-33.853522,151.133572,False,5,normal,R2,False,False,True,True,,True
12 Raynor Avenue Abbotsford,Abbotsford,623.8,-33.852049,151.130184,False,5,normal,R2,False,False,True,True,,True
12 Spring Street Abbotsford,Abbotsford,665.7,-33.84744,151.126894,False,5,normal,R2,False,False,True,True,,True
120 Hampden Road Abbotsford,Abbotsford,453.5,-33.854573,151.136114,True,7,normal,R2,False,False,True,True,,True
128 Hampden Road Abbotsford,Abbotsford,764.4,-33.854493,151.135376,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
13 Bickleigh Street Abbotsford,Abbotsford,522.5,-33.855749,151.12893,True,6,normal,R2,False,False,True,True,,True
13 Henry Lawson Avenue Abbotsford,Abbotsford,526.9,-33.852918,151.128235,True,6,normal,R2,False,False,True,True,,True
13 Margaret Street Abbotsford,Abbotsford,869.1,-33.854104,151.137244,False,5,normal,R2,False,False,True,True,,True
13 Raynor Avenue Abbotsford,Abbotsford,584.9,-33.852459,151.130341,False,5,normal,R2,False,False,True,True,,True
14 Abbotsford Parade Abbotsford,Abbotsford,1018.2,-33.849012,151.126931,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
14 Blackwall Point Road Abbotsford,Abbotsford,701.0,-33.851619,151.130333,False,5,normal,R2,False,False,True,True,,True
14 Campbell Street Abbotsford,Abbotsford,646.1,-33.855934,151.129565,True,7,normal,R2,False,False,True,True,,True
14 Checkley Street Abbotsford,Abbotsford,1489.3,-33.847289,151.123634,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
14 Curtin Avenue Abbotsford,Abbotsford,900.9,-33.85362,151.135241,True,25,normal,R2,False,False,True,True,,True
14 Fitzroy Street Abbotsford,Abbotsford,744.2,-33.846477,151.127321,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
14 Glen Ormond Avenue Abbotsford,Abbotsford,567.6,-33.85317,151.128273,True,7,normal,R2,False,False,True,True,,True
14 Henry Lawson Avenue Abbotsford,Abbotsford,598.0,-33.852497,151.128061,False,5,normal,R2,False,False,True,True,,True
14 Rokeby Road Abbotsford,Abbotsford,1032.4,-33.846944,151.129432,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Battersea Street Abbotsford,Abbotsford,884.2,-33.846153,151.127194,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Bickleigh Street Abbotsford,Abbotsford,580.2,-33.855749,151.128815,False,5,normal,R2,False,False,True,True,,True
15 Fitzroy Street Abbotsford,Abbotsford,661.8,-33.847194,151.126757,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Glen Ormond Avenue Abbotsford,Abbotsford,593.9,-33.853651,151.12809,False,5,normal,R2,False,False,True,True,,True
15 Margaret Street Abbotsford,Abbotsford,1155.9,-33.853942,151.137276,False,5,normal,R2,False,False,True,True,,True
15 Marmion Road Abbotsford,Abbotsford,1016.3,-33.846583,151.129073,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Montrose Road Abbotsford,Abbotsford,1025.0,-33.848531,151.129155,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Raynor Avenue Abbotsford,Abbotsford,582.4,-33.852492,151.130206,False,5,normal,R2,False,False,True,True,,True
15 Tyler Crescent Abbotsford,Abbotsford,998.3,-33.852847,151.133821,True,19,normal,R2,False,False,True,True,,True
154 Hampden Road Abbotsford,Abbotsford,1795.9,-33.85476,151.133581,True,30,normal,R3,False,False,False,False,wrong_zone:R3,False
16 Abbotsford Parade Abbotsford,Abbotsford,1023.8,-33.849054,151.126774,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
16 Blackwall Point Road Abbotsford,Abbotsford,618.6,-33.851624,151.130484,False,5,normal,R2,False,False,True,True,,True
16 Campbell Street Abbotsford,Abbotsford,564.1,-33.855881,151.129434,False,5,normal,R2,False,False,True,True,,True
16 Henry Lawson Avenue Abbotsford,Abbotsford,616.3,-33.852518,151.127929,False,5,normal,R2,False,False,True,True,,True
16 Irene Street Abbotsford,Abbotsford,1003.3,-33.856843,151.129185,False,5,normal,R2,False,False,True,True,,True
16 Raynor Avenue Abbotsford,Abbotsford,705.8,-33.85212,151.129871,True,7,normal,R2,False,False,True,True,,True
16 St Albans Street Abbotsford,Abbotsford,471.4,-33.854804,151.12803,False,5,normal,R2,False,False,True,True,,True
17 Bickleigh Street Abbotsford,Abbotsford,688.1,-33.855774,151.128682,False,5,normal,R2,False,False,True,True,,True
17 Fitzroy Street Abbotsford,Abbotsford,654.8,-33.847293,151.12659,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
17 Glen Ormond Avenue Abbotsford,Abbotsford,556.8,-33.85369,151.127969,True,6,normal,R2,False,False,True,True,,True
17 Henry Lawson Avenue Abbotsford,Abbotsford,549.5,-33.852956,151.128,True,6,normal,R2,False,False,True,True,,True
17A Walton Crescent Abbotsford,Abbotsford,1195.8,-33.848874,151.130282,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
18 Abbotsford Parade Abbotsford,Abbotsford,1097.4,-33.849004,151.126579,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
18 Blackwall Point Road Abbotsford,Abbotsford,538.8,-33.851634,151.130634,False,5,normal,R2,False,False,True,True,,True
18 Irene Street Abbotsford,Abbotsford,998.2,-33.856872,151.129026,False,5,normal,R2,False,False,True,True,,True
18 Montrose Road Abbotsford,Abbotsford,1020.9,-33.847956,151.129524,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
18 Rokeby Road Abbotsford,Abbotsford,1022.8,-33.846938,151.129072,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
18 Spring Street Abbotsford,Abbotsford,671.0,-33.847642,151.126253,True,10,normal,R2,False,False,True,True,,True
188A Hampden Road Abbotsford,Abbotsford,601.4,-33.8552,151.131051,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
19 Glen Ormond Avenue Abbotsford,Abbotsford,565.2,-33.853715,151.12781,True,6,normal,R2,False,False,True,True,,True
19 Henry Lawson Avenue Abbotsford,Abbotsford,530.4,-33.852978,151.127865,True,6,normal,R2,False,False,True,True,,True
19 St Albans Street Abbotsford,Abbotsford,457.1,-33.854814,151.127397,False,5,normal,R2,False,False,True,True,,True
1A Tyler Crescent Abbotsford,Abbotsford,529.5,-33.854364,151.135559,True,6,normal,R2,False,False,True,True,,True
2 Abbotsford Parade Abbotsford,Abbotsford,1011.1,-33.848865,151.127589,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
2 Blackwall Point Road Abbotsford,Abbotsford,450.6,-33.851511,151.129536,True,8,normal,R2,False,False,True,True,,True
2 Campbell Street Abbotsford,Abbotsford,986.3,-33.856494,151.12945,True,23,normal,R2,False,False,True,True,,True
2 Chatham Place Abbotsford,Abbotsford,465.2,-33.849716,151.128457,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
2 Checkley Street Abbotsford,Abbotsford,774.2,-33.846996,151.124557,True,22,normal,R3,False,False,False,False,wrong_zone:R3,False
2 Curtin Avenue Abbotsford,Abbotsford,756.6,-33.853409,151.136658,True,23,normal,R2,False,False,True,True,,True
2 Florey Place Abbotsford,Abbotsford,1115.1,-33.852973,151.131766,True,15,normal,R2,False,False,True,True,,True
2 Glen Ormond Avenue Abbotsford,Abbotsford,677.8,-33.853044,151.129058,True,7,normal,R2,False,False,True,True,,True
2 Irene Street Abbotsford,Abbotsford,960.1,-33.856729,151.12983,False,5,normal,R2,False,False,True,True,,True
2 Lester Place Abbotsford,Abbotsford,1111.1,-33.853913,151.130823,True,14,normal,R2,False,False,True,True,,True
1 Medora Street Cabarita,Cabarita,731.2,-33.84665,151.114132,True,6,normal,R2,False,False,True,True,,True
1 Regatta Way Cabarita,Cabarita,491.5,-33.844654,151.118876,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Stamford Avenue Cabarita,Cabarita,782.2,-33.847389,151.11343,True,7,normal,R2,False,False,True,True,,True
10 Collingwood Avenue Cabarita,Cabarita,772.2,-33.85028,151.114058,False,5,normal,R2,False,False,True,True,,True
10 Phillips Street Cabarita,Cabarita,733.0,-33.852168,151.116155,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
101 Cabarita Road Cabarita,Cabarita,803.8,-33.848657,151.11438,True,6,normal,R2,False,False,True,True,,True
102 Cabarita Road Cabarita,Cabarita,841.1,-33.846735,151.114668,False,5,normal,R2,False,False,True,True,,True
103 Cabarita Road Cabarita,Cabarita,800.1,-33.848514,151.114456,True,6,normal,R2,False,False,True,True,,True
107 Cabarita Road Cabarita,Cabarita,801.4,-33.848292,151.114618,True,6,normal,R2,False,False,True,True,,True
108 Cabarita Road Cabarita,Cabarita,786.6,-33.846427,151.114831,False,5,normal,R2,False,False,True,True,,True
11 Correys Square Cabarita,Cabarita,462.1,-33.845097,151.116466,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Edgewood Crescent Cabarita,Cabarita,468.5,-33.844823,151.117204,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
11 Medora Street Cabarita,Cabarita,811.9,-33.846161,151.114433,False,5,normal,R2,False,False,True,True,,True
11 Phillips Street Cabarita,Cabarita,790.4,-33.851048,151.114979,False,5,normal,R2,False,False,True,True,,True
11 Stamford Avenue Cabarita,Cabarita,801.0,-33.847625,151.112719,False,5,normal,R2,False,False,True,True,,True
11 Waine Street Cabarita,Cabarita,866.5,-33.846752,151.115819,False,5,normal,R2,False,False,True,True,,True
111 Cabarita Road Cabarita,Cabarita,785.2,-33.848047,151.114713,False,5,normal,R2,False,False,True,True,,True
115 Cabarita Road Cabarita,Cabarita,775.6,-33.847685,151.11494,False,5,normal,R2,False,False,True,True,,True
116 Cabarita Road Cabarita,Cabarita,794.3,-33.846028,151.115042,False,5,normal,R2,False,False,True,True,,True
117 Cabarita Road Cabarita,Cabarita,826.6,-33.847588,151.115003,False,5,normal,R2,False,False,True,True,,True
11B Phillips Street Cabarita,Cabarita,790.4,-33.851048,151.114979,False,5,normal,R2,False,False,True,True,,True
12 Elphinstone Street Cabarita,Cabarita,803.7,-33.849868,151.112435,False,5,normal,R2,False,False,True,True,,True
12 Rosemeadow Drive Cabarita,Cabarita,485.9,-33.851747,151.118867,True,14,normal,R3,False,False,False,False,wrong_zone:R3,False
120 Cabarita Road Cabarita,Cabarita,810.6,-33.845826,151.115148,False,5,normal,R2,False,False,True,True,,True
122 Cabarita Road Cabarita,Cabarita,807.3,-33.845726,151.115202,False,5,normal,R2,False,False,True,True,,True
123 Cabarita Road Cabarita,Cabarita,890.9,-33.847296,151.115193,False,5,normal,R2,False,False,True,True,,True
124 Cabarita Road Cabarita,Cabarita,808.4,-33.845625,151.115255,False,5,normal,R2,False,False,True,True,,True
125 Cabarita Road Cabarita,Cabarita,940.4,-33.847188,151.115249,True,6,normal,R2,False,False,True,True,,True
126 Cabarita Road Cabarita,Cabarita,837.2,-33.845523,151.115309,False,5,normal,R2,False,False,True,True,,True
127 Cabarita Road Cabarita,Cabarita,709.9,-33.847055,151.115218,True,6,normal,R2,False,False,True,True,,True
13 Correys Square Cabarita,Cabarita,536.2,-33.845267,151.1165,True,36,normal,R3,False,False,False,False,wrong_zone:R3,False
13 Dorking Road Cabarita,Cabarita,852.0,-33.848756,151.115511,True,12,normal,R2,False,False,True,True,,True
13 Jacaranda Drive Cabarita,Cabarita,481.9,-33.853252,151.117072,True,11,normal,R3,False,False,False,False,wrong_zone:R3,False
13 Rosemeadow Drive Cabarita,Cabarita,514.0,-33.851598,151.118834,True,16,normal,R3,False,False,False,False,wrong_zone:R3,False
13 Waine Street Cabarita,Cabarita,847.5,-33.846697,151.115681,True,7,normal,R2,False,False,True,True,,True
130 Cabarita Road Cabarita,Cabarita,804.2,-33.845325,151.115413,False,5,normal,R2,False,False,True,True,,True
132U Cabarita Road Cabarita,Cabarita,452.2,-33.843631,151.116389,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
135 Cabarita Road Cabarita,Cabarita,713.5,-33.846617,151.115493,True,6,normal,R2,False,False,True,True,,True
137 Cabarita Road Cabarita,Cabarita,1383.6,-33.846502,151.115798,True,8,normal,R2,False,False,True,True,,True
139 Cabarita Road Cabarita,Cabarita,1421.6,-33.846354,151.115837,False,5,normal,R2,False,False,True,True,,True
14 Collingwood Avenue Cabarita,Cabarita,807.0,-33.850063,151.114172,False,5,normal,R2,False,False,True,True,,True
14 Correys Square Cabarita,Cabarita,556.0,-33.845406,151.116783,True,35,normal,R3,False,False,False,False,wrong_zone:R3,False
14 Dorking Road Cabarita,Cabarita,809.5,-33.848456,151.114851,True,6,normal,R2,False,False,True,True,,True
14 Jacaranda Drive Cabarita,Cabarita,476.3,-33.853243,151.116897,True,11,normal,R3,False,False,False,False,wrong_zone:R3,False
14 Kendall Street Cabarita,Cabarita,710.7,-33.847434,151.113862,True,14,normal,R2,False,False,True,True,,True
141 Cabarita Road Cabarita,Cabarita,1433.0,-33.846212,151.115881,True,9,normal,R2,False,False,True,True,,True
147 Cabarita Road Cabarita,Cabarita,466.8,-33.845831,151.11584,True,11,normal,R3,False,False,False,False,wrong_zone:R3,False
15 Dorking Road Cabarita,Cabarita,885.9,-33.848669,151.115636,True,13,normal,R2,False,False,True,True,,True
15 Medora Street Cabarita,Cabarita,817.1,-33.845961,151.114539,False,5,normal,R2,False,False,True,True,,True
15 Moore Street Cabarita,Cabarita,767.2,-33.848564,151.112677,False,5,normal,R2,False,False,True,True,,True
15 Phillips Street Cabarita,Cabarita,1728.0,-33.850897,151.115421,True,8,normal,R2,False,False,True,True,,True
153 Cabarita Road Cabarita,Cabarita,462.1,-33.845545,151.115894,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
157 Cabarita Road Cabarita,Cabarita,528.4,-33.845142,151.116137,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
159 Cabarita Road Cabarita,Cabarita,543.9,-33.845064,151.116222,True,8,normal,R3,False,False,False,False,wrong_zone:R3,False
16 Bishop Street Cabarita,Cabarita,780.7,-33.847366,151.112333,False,5,normal,R2,False,False,True,True,,True
16 Collingwood Avenue Cabarita,Cabarita,823.9,-33.849846,151.114286,False,5,normal,R2,False,False,True,True,,True
16 Dorking Road Cabarita,Cabarita,839.4,-33.848313,151.114956,True,6,normal,R2,False,False,True,True,,True
16 Elphinstone Street Cabarita,Cabarita,827.0,-33.849635,151.112362,False,5,normal,R2,False,False,True,True,,True
16 Rosemeadow Drive Cabarita,Cabarita,554.3,-33.851371,151.118839,True,17,normal,R3,False,False,False,False,wrong_zone:R3,False
16 Stamford Avenue Cabarita,Cabarita,770.7,-33.848223,151.112577,False,5,normal,R2,False,False,True,True,,True
161 Cabarita Road Cabarita,Cabarita,558.0,-33.844966,151.116288,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
17 Phillips Street Cabarita,Cabarita,1573.7,-33.851019,151.115526,True,7,normal,R2,False,False,True,True,,True
17 Rosemeadow Drive Cabarita,Cabarita,462.8,-33.851326,151.118816,True,17,normal,R3,False,False,False,False,wrong_zone:R3,False
173 Cabarita Road Cabarita,Cabarita,501.4,-33.843921,151.116852,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
18 Bishop Street Cabarita,Cabarita,788.8,-33.847287,151.112098,True,17,normal,R2,False,False,True,True,,True
18 Kendall Street Cabarita,Cabarita,741.4,-33.847216,151.113692,False,5,normal,R2,False,False,True,True,,True
18 Phillips Street Cabarita,Cabarita,697.5,-33.8523,151.116523,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
18 Rosemeadow Drive Cabarita,Cabarita,555.6,-33.85122,151.118651,True,17,normal,R3,False,False,False,False,wrong_zone:R3,False
19 Dorking Road Cabarita,Cabarita,948.1,-33.848458,151.115831,True,10,normal,R2,False,False,True,True,,True
19 Medora Street Cabarita,Cabarita,801.2,-33.845761,151.114645,False,5,normal,R2,False,False,True,True,,True
19 Phillips Street Cabarita,Cabarita,1449.6,-33.851087,151.115684,True,9,normal,R2,False,False,True,True,,True
2 Bishop Street Cabarita,Cabarita,797.5,-33.847052,151.113332,True,7,normal,R2,False,False,True,True,,True
2 Collingwood Avenue Cabarita,Cabarita,978.1,-33.850813,151.113899,True,14,normal,R2,False,False,True,True,,True
2 Dorking Road Cabarita,Cabarita,572.3,-33.849166,151.114438,True,7,normal,R2,False,False,True,True,,True
2 Edgewood Crescent Cabarita,Cabarita,588.8,-33.844267,151.116632,False,5,normal,R3,False,False,False,False,wrong_zone:R3,False
2 Elphinstone Street Cabarita,Cabarita,1212.8,-33.85146,151.112801,False,5,normal,R2,False,False,True,True,,True
2 Kendall Street Cabarita,Cabarita,828.7,-33.848356,151.11394,False,5,normal,R2,False,False,True,True,,True
2 Waine Street Cabarita,Cabarita,558.7,-33.8472,151.115556,True,6,normal,R2,False,False,True,True,,True
20 Collingwood Avenue Cabarita,Cabarita,875.3,-33.849602,151.114414,False,5,normal,R2,False,False,True,True,,True
20 Dorking Road Cabarita,Cabarita,762.2,-33.847935,151.115302,False,5,normal,R2,False,False,True,True,,True
20 Edgewood Crescent Cabarita,Cabarita,642.1,-33.845989,151.117065,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
20 Elphinstone Street Cabarita,Cabarita,821.3,-33.849402,151.112288,False,5,normal,R2,False,False,True,True,,True
20 Kendall Street Cabarita,Cabarita,776.7,-33.847103,151.11366,False,5,normal,R2,False,False,True,True,,True
21 Medora Street Cabarita,Cabarita,822.3,-33.84566,151.114699,False,5,normal,R2,False,False,True,True,,True
21 Phillips Street Cabarita,Cabarita,1379.0,-33.85117,151.115809,True,8,normal,R2,False,False,True,True,,True
22 Collingwood Avenue Cabarita,Cabarita,841.6,-33.849482,151.11455,True,14,normal,R2,False,False,True,True,,True
22 Dorking Road Cabarita,Cabarita,754.0,-33.847846,151.115379,False,5,normal,R2,False,False,True,True,,True
22 Jacaranda Drive Cabarita,Cabarita,611.6,-33.853032,151.116184,True,9,normal,R3,False,False,False,False,wrong_zone:R3,False
22 Rosemeadow Drive Cabarita,Cabarita,500.8,-33.851148,151.118341,True,14,normal,R3,False,False,False,False,wrong_zone:R3,False
23 Dorking Road Cabarita,Cabarita,1046.5,-33.848261,151.116142,True,17,normal,R2,False,False,True,True,,True
23 Rosemeadow Drive Cabarita,Cabarita,533.5,-33.851159,151.118156,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
24 Edgewood Crescent Cabarita,Cabarita,594.2,-33.845941,151.1167,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
24 Elphinstone Street Cabarita,Cabarita,786.2,-33.849169,151.112215,False,5,normal,R2,False,False,True,True,,True
25 Jacaranda Drive Cabarita,Cabarita,598.4,-33.852948,151.115874,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
25 Medora Street Cabarita,Cabarita,800.6,-33.845459,151.114805,False,5,normal,R2,False,False,True,True,,True
26 Dorking Road Cabarita,Cabarita,842.0,-33.847662,151.115536,False,5,normal,R2,False,False,True,True,,True
26 Jacaranda Drive Cabarita,Cabarita,629.2,-33.852822,151.115713,True,21,normal,R3,False,False,False,False,wrong_zone:R3,False
27 Jacaranda Drive Cabarita,Cabarita,680.6,-33.85275,151.11563,True,15,normal,R3,False,False,False,False,wrong_zone:R3,False
27 Medora Street Cabarita,Cabarita,818.0,-33.845357,151.114859,False,5,normal,R2,False,False,True,True,,True
28 Dorking Road Cabarita,Cabarita,870.3,-33.84757,151.115616,False,5,normal,R2,False,False,True,True,,True
1 Albion Street Concord,Concord,774.2,-33.850081,151.11028,True,6,normal,R2,False,False,True,True,,True
1 Alexandra Street Concord,Concord,716.3,-33.864168,151.10002,True,7,normal,R2,False,False,True,True,,True
1 Anderson Road Concord,Concord,768.9,-33.851551,151.106652,False,5,normal,R2,False,False,True,True,,True
1 Archer Street Concord,Concord,507.5,-33.8502,151.105787,True,10,normal,R2,False,False,True,True,,True
1 Arthur Street Concord,Concord,878.8,-33.857648,151.098183,True,7,normal,R2,False,False,True,True,,True
1 Augusta Street Concord,Concord,1035.0,-33.846853,151.103901,True,6,normal,R2,False,False,True,True,,True
1 Bayview Street Concord,Concord,804.4,-33.852482,151.108341,True,8,normal,R2,False,False,True,True,,True
1 Beaconsfield Lane Concord,Concord,758.8,-33.85964,151.105629,True,7,normal,R2,False,False,True,True,,True
1 Brays Road Concord,Concord,920.2,-33.848504,151.111712,True,8,normal,R2,False,False,True,True,,True
1 Brewer Street Concord,Concord,710.3,-33.853161,151.107716,True,8,normal,R2,False,False,True,True,,True
1 Burton Street Concord,Concord,614.0,-33.867998,151.108197,True,6,normal,R2,False,False,True,True,,True
1 Cabarita Road Concord,Concord,522.5,-33.851984,151.107954,True,10,normal,R2,False,False,True,True,,True
1 Castlereagh Street Concord,Concord,641.8,-33.859532,151.098013,False,5,normal,R2,False,False,True,True,,True
1 Churchill Crescent Concord,Concord,808.1,-33.856457,151.100437,True,21,normal,R2,False,False,True,True,,True
1 Cormiston Avenue Concord,Concord,676.1,-33.86035,151.103119,True,7,normal,R2,False,False,True,True,,True
1 Daly Avenue Concord,Concord,685.2,-33.866547,151.097093,True,10,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Davidson Avenue Concord,Concord,832.6,-33.854039,151.10216,True,6,normal,R2,False,False,True,True,,True
1 Durham Street Concord,Concord,963.3,-33.859217,151.117868,True,6,normal,R2,False,False,True,True,,True
1 Edith Avenue Concord,Concord,751.8,-33.861136,151.112859,True,18,normal,R2,False,False,True,True,,True
1 Ellis Street Concord,Concord,772.1,-33.8539,151.104649,True,7,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Fairview Street Concord,Concord,1049.9,-33.858358,151.100458,True,8,normal,R2,False,False,True,True,,True
1 Gale Street Concord,Concord,607.6,-33.847767,151.108139,False,5,normal,E1,False,False,False,False,wrong_zone:E1,False
1 Gladstone Street Concord,Concord,493.5,-33.861943,151.107032,True,8,normal,R2,False,False,True,True,,True
1 Gloucester Street Concord,Concord,971.3,-33.84759,151.104462,True,7,normal,R2,False,False,True,True,,True
1 Homedale Avenue Concord,Concord,851.8,-33.859399,151.095249,True,6,normal,R2,False,False,True,True,,True
1 Jellicoe Street Concord,Concord,838.5,-33.856307,151.105222,True,6,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Jones Street Concord,Concord,1585.4,-33.858312,151.105941,True,33,normal,R3,False,False,False,False,wrong_zone:R3,False
1 Kingston Avenue Concord,Concord,723.7,-33.847012,151.106574,False,5,normal,R2,False,False,True,True,,True
1 Kitchener Avenue Concord,Concord,943.0,-33.850574,151.111015,True,9,normal,R2,False,False,True,True,,True
1 La Mascotte Avenue Concord,Concord,816.1,-33.85956,151.110559,True,8,normal,R2,False,False,True,True,,True
1 Leigh Avenue Concord,Concord,982.3,-33.864481,151.099063,False,5,normal,R2,False,False,True,True,,True
