address,suburb,lot_area_sqm,centroid_lat,centroid_lon,is_corner_lot,n_vertices,size_flag
128 Correys Avenue Concord,Concord,778.5,-33.855708,151.092407,False,5,normal
128 Davidson Avenue Concord,Concord,780.7,-33.856546,151.093105,False,5,normal
128 Majors Bay Road Concord,Concord,892.4,-33.854869,151.102613,True,6,normal
128 Wellbank Street Concord,Concord,900.5,-33.858406,151.093605,False,5,normal
129 Burwood Road Concord,Concord,505.8,-33.861608,151.109598,False,5,normal
129 Concord Road Concord,Concord,972.4,-33.860513,151.09332,True,6,normal
12A Deakin Street Concord,Concord,287.8,-33.843801,151.103075,True,9,small
13 Archer Street Concord,Concord,843.5,-33.850404,151.104782,True,6,normal
13 Arthur Street Concord,Concord,833.5,-33.858361,151.098492,True,7,normal
13 Augusta Street Concord,Concord,815.8,-33.847059,151.102856,False,5,normal
13 Bayview Street Concord,Concord,653.8,-33.85227,151.10912,False,5,normal
13 Braddon Street Concord,Concord,944.2,-33.844963,151.104215,True,6,normal
13 Brewer Street Concord,Concord,1522.2,-33.853376,151.105701,True,8,normal
13 Burton Street Concord,Concord,669.7,-33.867762,151.107478,False,5,normal
13 Cabarita Road Concord,Concord,865.3,-33.851972,151.108724,False,5,normal
13 Castlereagh Street Concord,Concord,646.3,-33.858853,151.097829,True,6,normal
13 Cormiston Avenue Concord,Concord,828.9,-33.859521,151.102935,False,5,normal
13 Correys Avenue Concord,Concord,784.9,-33.853214,151.101333,False,5,normal
13 Cross Street Concord,Concord,1019.1,-33.86029,151.096162,True,6,normal
13 Empire Avenue Concord,Concord,534.8,-33.856882,151.108697,False,5,normal
13 Finch Avenue Concord,Concord,623.3,-33.862602,151.109643,False,5,normal
13 Frederick Street Concord,Concord,787.4,-33.852477,151.108089,False,5,normal
13 Gale Street Concord,Concord,597.9,-33.847528,151.108066,False,5,normal
13 Gallipoli Street Concord,Concord,773.1,-33.857377,151.104594,False,5,normal
13 Gipps Street Concord,Concord,480.8,-33.865674,151.106276,False,5,normal
13 Gladstone Street Concord,Concord,568.3,-33.861394,151.107503,False,5,normal
13 Gloucester Street Concord,Concord,760.7,-33.847807,151.103421,False,5,normal
13 High Street Concord,Concord,631.9,-33.857631,151.099532,True,6,normal
13 Jones Street Concord,Concord,863.6,-33.85826,151.105023,False,5,normal
13 Keppel Avenue Concord,Concord,851.2,-33.862917,151.096173,True,7,normal
13 Kingston Avenue Concord,Concord,913.5,-33.84627,151.106337,False,5,normal
13 Kitchener Avenue Concord,Concord,845.2,-33.849813,151.110782,False,5,normal
13 La Mascotte Avenue Concord,Concord,810.9,-33.85922,151.109825,False,5,normal
13 Links Avenue Concord,Concord,943.3,-33.852269,151.100906,False,5,normal
13 Majors Bay Road Concord,Concord,979.8,-33.858188,151.104014,False,5,normal
13 Marceau Drive Concord,Concord,812.8,-33.859578,151.115027,True,7,normal
13 Meadow Street Concord,Concord,593.3,-33.860156,151.100972,True,11,normal
13 Patterson Street Concord,Concord,665.1,-33.860788,151.10261,False,5,normal
13 Shackel Avenue Concord,Concord,822.7,-33.859193,151.100763,True,6,normal
13 Trafalgar Parade Concord,Concord,810.1,-33.85508,151.101538,True,6,normal
13 Turner Avenue Concord,Concord,1028.4,-33.846476,151.105177,False,5,normal
13 View Street Concord,Concord,969.5,-33.855502,151.11164,False,5,normal
13 Warbrick Street Concord,Concord,795.1,-33.856624,151.10588,False,5,normal
13 William Street Concord,Concord,758.5,-33.848722,151.109234,True,6,normal
13 Wordsworth Avenue Concord,Concord,1021.8,-33.861761,151.10173,False,5,normal
130 Burwood Road Concord,Concord,739.3,-33.859221,151.112668,False,5,normal
130 Davidson Avenue Concord,Concord,810.3,-33.856574,151.092975,False,5,normal
130 Wellbank Street Concord,Concord,913.8,-33.85844,151.093446,False,5,normal
132 Majors Bay Road Concord,Concord,306.6,-33.854556,151.10269,False,5,small
132A Majors Bay Road Concord,Concord,334.1,-33.854504,151.102674,False,5,small
133 Burwood Road Concord,Concord,854.7,-33.861481,151.109862,False,5,normal
133E Parramatta Road Concord,Concord,211.4,-33.86707,151.096671,False,5,small
136 Burwood Road Concord,Concord,778.4,-33.859138,151.113094,False,5,normal
139 Parramatta Road Concord,Concord,248.5,-33.866999,151.096385,False,5,small
14 Addison Avenue Concord,Concord,999.4,-33.862555,151.101593,False,5,normal
14 Alexandra Street Concord,Concord,610.9,-33.864685,151.099761,True,6,normal
14 Alton Avenue Concord,Concord,1246.1,-33.861115,151.094754,True,6,normal
14 Anderson Road Concord,Concord,805.6,-33.851649,151.105982,True,6,normal
14 Augusta Street Concord,Concord,823.8,-33.847526,151.103136,False,5,normal
14 Beaconsfield Avenue Concord,Concord,615.3,-33.860079,151.105636,True,6,normal
14 Bell Street Concord,Concord,849.1,-33.862836,151.096549,True,7,normal
14 Bent Street Concord,Concord,483.1,-33.855139,151.103917,False,5,normal
14 Brays Road Concord,Concord,858.7,-33.848321,151.110419,False,5,normal
14 Broughton Street Concord,Concord,582.2,-33.861028,151.10613,False,5,normal
14 Burton Street Concord,Concord,359.9,-33.868156,151.106617,True,9,small
14 Cabarita Road Concord,Concord,254.1,-33.8516,151.107813,False,5,small
14 Churchill Crescent Concord,Concord,813.8,-33.85604,151.098973,True,13,normal
14 Corby Avenue Concord,Concord,1443.9,-33.861607,151.11035,True,6,normal
14 Correys Avenue Concord,Concord,707.7,-33.853833,151.101194,False,5,normal
14 Deakin Street Concord,Concord,1372.9,-33.843996,151.103463,True,6,normal
14 Denison Street Concord,Concord,706.4,-33.849888,151.109349,False,5,normal
14 Duke Avenue Concord,Concord,750.9,-33.858024,151.113884,True,6,normal
14 Evelyn Avenue Concord,Concord,651.6,-33.862304,151.109847,False,5,normal
14 Fairview Street Concord,Concord,863.4,-33.859028,151.099976,True,6,normal
14 Flavelle Street Concord,Concord,2055.4,-33.862648,151.099979,True,7,large
14 Gale Street Concord,Concord,1229.9,-33.847484,151.107373,True,7,normal
14 Gladstone Street Concord,Concord,595.7,-33.860842,151.107322,True,6,normal
14 Gloucester Street Concord,Concord,805.3,-33.84827,151.103696,False,5,normal
14 Ian Parade Concord,Concord,12555.1,-33.855679,151.106857,True,10,large
14 Jellicoe Street Concord,Concord,843.3,-33.857042,151.104473,True,6,normal
14 Jones Street Concord,Concord,875.9,-33.85893,151.104577,False,5,normal
14 Keppel Avenue Concord,Concord,849.4,-33.863055,151.095539,True,7,normal
14 Kingston Avenue Concord,Concord,1028.7,-33.846387,151.105564,False,5,normal
14 La Mascotte Avenue Concord,Concord,811.2,-33.859677,151.109338,True,6,normal
14 Lansdowne Street Concord,Concord,1000.9,-33.866085,151.104359,True,6,normal
14 Marceau Drive Concord,Concord,782.1,-33.859848,151.115861,False,5,normal
14 Meadow Street Concord,Concord,577.2,-33.860245,151.100577,True,11,normal
14 Mortlake Street Concord,Concord,717.8,-33.850665,151.108077,False,5,normal
14 Norman Street Concord,Concord,790.4,-33.845992,151.102195,False,5,normal
14 Pitt Street Concord,Concord,884.8,-33.861011,151.099028,False,5,normal
14 Rhonda Place Concord,Concord,669.2,-33.85862,151.107252,True,6,normal
14 Rose Avenue Concord,Concord,629.0,-33.86006,151.101453,False,5,normal
14 Salt Street Concord,Concord,628.4,-33.85818,151.112822,True,6,normal
14 Shackel Avenue Concord,Concord,860.4,-33.859798,151.101137,True,6,normal
14 Shipham Street Concord,Concord,783.7,-33.852576,151.105818,False,5,normal
14 Spring Street Concord,Concord,455.4,-33.854674,151.104771,False,5,normal
14 Stanley Street Concord,Concord,695.7,-33.863818,151.105857,True,6,normal
14 Tennyson Road Concord,Concord,689.3,-33.844934,151.106995,False,5,normal
14 Trafalgar Parade Concord,Concord,822.7,-33.855701,151.101589,False,5,normal
14 Tremere Street Concord,Concord,710.3,-33.858294,151.111678,True,6,normal
14 View Street Concord,Concord,949.3,-33.855627,151.110971,False,5,normal
14 Wellbank Street Concord,Concord,849.7,-33.856147,151.104201,True,6,normal
140 Burwood Road Concord,Concord,594.1,-33.859065,151.113634,True,6,normal
141 Burwood Road Concord,Concord,876.0,-33.861183,151.110122,True,6,normal
142 Burwood Road Concord,Concord,615.3,-33.859026,151.113738,False,5,normal
143 Burwood Road Concord,Concord,1087.6,-33.860955,151.110367,True,6,normal
143 Majors Bay Road Concord,Concord,919.2,-33.85313,151.103222,True,6,normal
145 Burwood Road Concord,Concord,907.4,-33.860867,151.110523,False,5,normal
145 Majors Bay Road Concord,Concord,1257.5,-33.852914,151.103214,True,6,normal
147 Burwood Road Concord,Concord,901.4,-33.860775,151.110623,False,5,normal
147 Majors Bay Road Concord,Concord,1305.4,-33.852777,151.10311,False,5,normal
149 Burwood Road Concord,Concord,921.6,-33.860681,151.110724,False,5,normal
14A Broughton Street Concord,Concord,615.6,-33.86113,151.106017,True,8,normal
14A Burton Street Concord,Concord,455.4,-33.868149,151.106574,True,9,normal
14A Fairview Street Concord,Concord,863.4,-33.859028,151.099976,True,6,normal
15 Bent Street Concord,Concord,492.5,-33.854653,151.104426,False,5,normal
15 Brays Road Concord,Concord,1336.5,-33.847956,151.111091,False,5,normal
15 Cabarita Road Concord,Concord,862.0,-33.851943,151.108851,False,5,normal
15 Castlereagh Street Concord,Concord,641.6,-33.858737,151.097793,True,6,normal
15 Cormiston Avenue Concord,Concord,828.0,-33.859405,151.102904,False,5,normal
15 Creewood Street Concord,Concord,752.7,-33.861415,151.094895,True,8,normal
15 Cross Street Concord,Concord,1009.0,-33.860157,151.09612,True,6,normal
15 David Street Concord,Concord,676.0,-33.864422,151.106081,True,6,normal
15 Davidson Avenue Concord,Concord,685.2,-33.85422,151.101179,False,5,normal
15 Deakin Street Concord,Concord,1164.7,-33.844659,151.103911,True,6,normal
15 Duke Avenue Concord,Concord,737.3,-33.857793,151.114403,True,7,normal
15 Durham Street Concord,Concord,770.1,-33.859513,151.117185,True,33,normal
15 Ellis Street Concord,Concord,743.6,-33.853092,151.104466,True,6,normal
15 Empire Avenue Concord,Concord,1075.6,-33.856782,151.108512,True,6,normal
15 Evelyn Avenue Concord,Concord,646.6,-33.861869,151.110012,True,6,normal
15 Franklyn Street Concord,Concord,647.2,-33.866027,151.09614,False,5,normal
15 Gallipoli Street Concord,Concord,771.6,-33.857368,151.104454,True,6,normal
15 Gipps Street Concord,Concord,580.7,-33.865379,151.105599,True,7,normal
15 Gladstone Street Concord,Concord,561.6,-33.861304,151.107574,False,5,normal
15 Gloucester Street Concord,Concord,843.9,-33.84784,151.103267,False,5,normal
15 Kingston Avenue Concord,Concord,900.9,-33.846138,151.106295,False,5,normal
15 La Mascotte Avenue Concord,Concord,786.1,-33.859134,151.109706,True,6,normal
15 Lancelot Street Concord,Concord,888.7,-33.851678,151.104221,False,5,normal
15 Links Avenue Concord,Concord,774.8,-33.852298,151.100766,False,5,normal
15 Ludgate Street Concord,Concord,1023.2,-33.857835,151.101245,True,6,normal
15 Marceau Drive Concord,Concord,974.4,-33.859565,151.114814,True,7,normal
15 Noble Street Concord,Concord,1198.5,-33.851433,151.105368,False,5,normal
15 Rose Avenue Concord,Concord,717.4,-33.859798,151.101954,True,10,normal
15 Shackel Avenue Concord,Concord,849.4,-33.859218,151.100649,True,6,normal
15 Trafalgar Parade Concord,Concord,822.8,-33.855109,151.101405,True,6,normal
15 Tripod Street Concord,Concord,977.2,-33.85827,151.11127,True,8,normal
15 Turner Avenue Concord,Concord,1042.3,-33.84635,151.105114,False,5,normal
15 View Street Concord,Concord,977.6,-33.855335,151.111625,True,6,normal
15 Wallace Street Concord,Concord,975.2,-33.860336,151.108517,True,7,normal
15 Warbrick Street Concord,Concord,783.8,-33.856505,151.105842,False,5,normal
15 Wellbank Street Concord,Concord,848.2,-33.855927,151.102413,False,5,normal
15 Wordsworth Avenue Concord,Concord,1033.3,-33.861634,151.101835,True,7,normal
15 Zoeller Street Concord,Concord,1141.8,-33.85732,151.111659,False,5,normal
151 Burwood Road Concord,Concord,895.8,-33.860592,151.110852,True,6,normal
153 Majors Bay Road Concord,Concord,1195.3,-33.852346,151.103101,False,5,normal
159 Majors Bay Road Concord,Concord,1196.2,-33.851945,151.102981,False,5,normal
16 Addison Avenue Concord,Concord,1028.5,-33.862449,151.101697,False,5,normal
16 Alton Avenue Concord,Concord,1196.9,-33.861148,151.094598,True,6,normal
16 Anderson Road Concord,Concord,825.6,-33.851549,151.106012,False,5,normal
16 Arthur Street Concord,Concord,694.9,-33.858682,151.098078,True,8,normal
16 Bayard Street Concord,Concord,463.5,-33.844053,151.105795,False,5,normal
16 Burton Street Concord,Concord,1102.4,-33.868237,151.106412,True,7,normal
16 Cabarita Road Concord,Concord,254.4,-33.851585,151.107876,False,5,small
16 Castlereagh Street Concord,Concord,686.1,-33.859961,151.097525,False,5,normal
16 Churchill Crescent Concord,Concord,852.6,-33.856056,151.098694,True,22,normal
16 Clermont Avenue Concord,Concord,808.0,-33.857255,151.094439,False,5,normal
16 Cormiston Avenue Concord,Concord,869.7,-33.859643,151.102166,True,6,normal
16 Crane Street Concord,Concord,605.4,-33.862661,151.107892,True,20,normal
16 Creewood Street Concord,Concord,1332.6,-33.861949,151.09431,True,28,normal
16 Davidson Avenue Concord,Concord,722.4,-33.854783,151.101382,True,6,normal
16 Denison Street Concord,Concord,837.5,-33.849917,151.109216,False,5,normal
16 Durham Street Concord,Concord,816.3,-33.860246,151.115408,True,7,normal
16 Edith Avenue Concord,Concord,759.8,-33.860601,151.111508,False,5,normal
16 Ellis Street Concord,Concord,741.6,-33.853256,151.103785,False,5,normal
16 Empire Avenue Concord,Concord,1130.9,-33.856871,151.111565,False,5,normal
16 Excelsior Street Concord,Concord,578.6,-33.861456,151.107881,False,5,normal
16 Finch Avenue Concord,Concord,637.6,-33.862861,151.1093,False,5,normal
16 Franklyn Street Concord,Concord,733.2,-33.86591,151.095671,True,6,normal
16 Gladstone Street Concord,Concord,603.8,-33.860715,151.107359,True,6,normal
16 Jellicoe Street Concord,Concord,854.3,-33.857073,151.104328,True,6,normal
16 John Street Concord,Concord,791.5,-33.866329,151.100928,True,6,normal
16 Jones Street Concord,Concord,1000.1,-33.858961,151.104384,True,7,normal
16 Kingston Avenue Concord,Concord,1039.2,-33.846234,151.10561,False,5,normal
16 Lansdowne Street Concord,Concord,1022.2,-33.865954,151.104386,True,6,normal
16 Links Avenue Concord,Concord,764.0,-33.852883,151.100892,False,5,normal
16 Majors Bay Road Concord,Concord,812.7,-33.859358,151.103374,False,5,normal
16 Marceau Drive Concord,Concord,861.1,-33.859886,151.11546,True,34,normal
16 Meadow Street Concord,Concord,623.1,-33.860123,151.100523,True,15,normal
16 Rhonda Place Concord,Concord,675.3,-33.858727,151.107187,True,7,normal
16 Riverview Street Concord,Concord,864.4,-33.849592,151.111185,False,5,normal
16 Salt Street Concord,Concord,650.4,-33.858091,151.112845,False,5,normal
16 Sanders Parade Concord,Concord,776.3,-33.856099,151.113295,False,5,normal
16 Tennyson Road Concord,Concord,613.0,-33.844889,151.107085,False,5,normal
16 Trafalgar Parade Concord,Concord,820.7,-33.855731,151.101453,False,5,normal
16 Wellbank Street Concord,Concord,831.0,-33.856178,151.104057,True,6,normal
16 Zoeller Street Concord,Concord,1023.0,-33.857937,151.111317,True,8,normal
167 Majors Bay Road Concord,Concord,1569.8,-33.850573,151.102591,True,9,normal
169 Burwood Road Concord,Concord,679.1,-33.859861,151.111891,True,6,normal
16A Sydney Street Concord,Concord,726.8,-33.864201,151.098118,True,9,normal
16A Wellbank Street Concord,Concord,296.6,-33.856158,151.103922,True,11,small
17 Albion Street Concord,Concord,744.0,-33.850303,151.109184,False,5,normal
17 Alton Avenue Concord,Concord,906.8,-33.860539,151.094264,False,5,normal
17 Anderson Road Concord,Concord,714.2,-33.850553,151.106431,False,5,normal
17 Arthur Street Concord,Concord,612.5,-33.858552,151.098652,True,6,normal
17 Beaconsfield Avenue Concord,Concord,613.6,-33.860219,151.106261,False,5,normal
17 Bent Street Concord,Concord,487.9,-33.854576,151.104343,False,5,normal
17 Brays Road Concord,Concord,907.8,-33.847838,151.111056,False,5,normal
17 Broughton Street Concord,Concord,785.6,-33.866042,151.103922,False,5,normal
17 Castlereagh Street Concord,Concord,638.2,-33.858642,151.097738,False,5,normal
17 Clermont Avenue Concord,Concord,823.4,-33.856745,151.09389,True,6,normal
17 Deakin Street Concord,Concord,1183.5,-33.844572,151.104051,True,6,normal
17 Duke Avenue Concord,Concord,748.4,-33.85768,151.114446,False,5,normal
17 Ellis Street Concord,Concord,801.0,-33.853009,151.104409,False,5,normal
17 Empire Avenue Concord,Concord,1056.3,-33.856861,151.108323,False,5,normal
17 Evelyn Avenue Concord,Concord,650.1,-33.861803,151.109872,True,6,normal
17 Flavelle Street Concord,Concord,622.3,-33.860561,151.100231,False,5,normal
17 Gloucester Street Concord,Concord,818.9,-33.847875,151.103105,False,5,normal
17 Heath Street Concord,Concord,828.0,-33.846382,151.101972,False,5,normal
17 Jones Street Concord,Concord,762.2,-33.858329,151.104701,False,5,normal
17 La Mascotte Avenue Concord,Concord,770.6,-33.859105,151.109585,False,5,normal
17 Lancelot Street Concord,Concord,918.0,-33.851545,151.104181,False,5,normal
17 Lansdowne Street Concord,Concord,1032.6,-33.866042,151.105079,True,7,normal
17 Links Avenue Concord,Concord,753.8,-33.852323,151.100645,False,5,normal
17 Ludgate Street Concord,Concord,1024.7,-33.857689,151.1012,True,6,normal
17 Macnamara Avenue Concord,Concord,657.0,-33.859954,151.097026,False,5,normal
17 Majors Bay Road Concord,Concord,896.2,-33.857919,151.103917,True,8,normal
17 Mortlake Street Concord,Concord,731.4,-33.848725,151.10813,False,5,normal
17 Nicholas Avenue Concord,Concord,623.9,-33.859749,151.108851,True,6,normal
17 Patterson Street Concord,Concord,689.0,-33.860844,151.102351,False,5,normal
17 Salt Street Concord,Concord,672.9,-33.857903,151.113487,True,6,normal
17 Trafalgar Parade Concord,Concord,840.4,-33.855138,151.101269,True,6,normal
17 Tremere Street Concord,Concord,920.3,-33.858051,151.112359,True,7,normal
17 Tripod Street Concord,Concord,464.1,-33.858043,151.110988,True,14,normal
17 Turner Avenue Concord,Concord,1083.7,-33.846224,151.105052,False,5,normal
17 View Street Concord,Concord,705.2,-33.855243,151.111576,True,6,normal
17 Wallace Street Concord,Concord,683.1,-33.860353,151.108321,False,5,normal
17 Warbrick Street Concord,Concord,806.7,-33.856387,151.105804,False,5,normal
17 Zoeller Street Concord,Concord,1113.9,-33.857347,151.111531,False,5,normal
171 Burwood Road Concord,Concord,698.0,-33.859851,151.112047,False,5,normal
171 Majors Bay Road Concord,Concord,1190.9,-33.850276,151.102481,False,5,normal
173 Burwood Road Concord,Concord,690.8,-33.859826,151.112185,False,5,normal
174 Majors Bay Road Concord,Concord,324.9,-33.853393,151.10232,True,7,small
175 Burwood Road Concord,Concord,651.4,-33.859802,151.112318,False,5,normal
177 Burwood Road Concord,Concord,634.2,-33.859779,151.112445,False,5,normal
177 Majors Bay Road Concord,Concord,905.4,-33.849888,151.102366,False,5,normal
178 Majors Bay Road Concord,Concord,767.3,-33.852745,151.102077,False,5,normal
179B Majors Bay Road Concord,Concord,847.1,-33.849513,151.101986,True,6,normal
17A Tripod Street Concord,Concord,550.9,-33.857312,151.110818,False,5,normal
18 Albion Street Concord,Concord,783.5,-33.850838,151.109345,False,5,normal
18 Anderson Road Concord,Concord,1205.0,-33.851442,151.10598,False,5,normal
18 Archer Street Concord,Concord,720.8,-33.850984,151.104435,False,5,normal
18 Barton Street Concord,Concord,1022.7,-33.847808,151.105284,False,5,normal
18 Bayard Street Concord,Concord,440.9,-33.844001,151.105718,False,5,small
18 Beaconsfield Avenue Concord,Concord,846.4,-33.859853,151.105684,True,7,normal
18 Bent Street Concord,Concord,495.7,-33.854959,151.10389,False,5,normal
18 Brays Road Concord,Concord,853.8,-33.848069,151.110283,True,7,normal
18 Cabarita Road Concord,Concord,253.2,-33.851571,151.10794,False,5,small
18 Castlereagh Street Concord,Concord,655.4,-33.859852,151.097491,False,5,normal
18 Clermont Avenue Concord,Concord,803.5,-33.857285,151.094303,False,5,normal
18 Correys Avenue Concord,Concord,738.5,-33.85389,151.100922,False,5,normal
18 Crane Street Concord,Concord,615.2,-33.862664,151.107712,False,5,normal
18 Duke Avenue Concord,Concord,752.9,-33.857799,151.113818,True,8,normal
18 Durham Street Concord,Concord,802.0,-33.86021,151.115219,True,19,normal
18 Edith Avenue Concord,Concord,785.4,-33.860547,151.111379,True,7,normal
18 Ellis Street Concord,Concord,792.0,-33.85315,151.103753,False,5,normal
18 Empire Avenue Concord,Concord,1096.6,-33.856904,151.111404,False,5,normal
18 Evelyn Avenue Concord,Concord,652.4,-33.862179,151.109586,False,5,normal
18 Excelsior Street Concord,Concord,617.5,-33.861367,151.107959,False,5,normal
18 Fairview Street Concord,Concord,866.1,-33.859096,151.099656,True,6,normal
18 Flavelle Street Concord,Concord,906.6,-33.862295,151.100126,False,5,normal
18 Gale Street Concord,Concord,616.4,-33.847316,151.107159,False,5,normal
18 Gladstone Street Concord,Concord,635.6,-33.860647,151.107527,True,6,normal
18 Homedale Avenue Concord,Concord,915.9,-33.860182,151.094154,False,5,normal
18 John Street Concord,Concord,768.6,-33.866208,151.100937,False,5,normal
18 Kingston Avenue Concord,Concord,1066.0,-33.846105,151.105561,False,5,normal
18 Lancelot Street Concord,Concord,1202.0,-33.851692,151.103495,False,5,normal
18 Leigh Avenue Concord,Concord,881.6,-33.863635,151.09889,False,5,normal
18 Macnamara Avenue Concord,Concord,649.6,-33.860775,151.09669,True,6,normal
18 Majors Bay Road Concord,Concord,835.5,-33.859244,151.103354,False,5,normal
18 Rhonda Place Concord,Concord,626.4,-33.858846,151.107106,True,7,normal
18 Riverview Street Concord,Concord,832.2,-33.849471,151.111147,False,5,normal
18 Salt Street Concord,Concord,969.9,-33.857968,151.112776,True,7,normal
18 Sanders Parade Concord,Concord,744.4,-33.855961,151.113256,False,5,normal
18 Shackel Avenue Concord,Concord,910.2,-33.859834,151.100845,False,5,normal
18 Stanley Street Concord,Concord,732.5,-33.863696,151.105613,True,6,normal
18 Sydney Street Concord,Concord,1361.0,-33.864239,151.097974,True,6,normal
18 Tennyson Road Concord,Concord,781.4,-33.844849,151.107174,False,5,normal
18 Trafalgar Parade Concord,Concord,854.7,-33.855762,151.101314,False,5,normal
18 Tremere Street Concord,Concord,618.0,-33.858034,151.111746,False,5,normal
18 Tripod Street Concord,Concord,802.8,-33.858575,151.110572,True,6,normal
18 Wallace Street Concord,Concord,634.2,-33.860498,151.107723,False,5,normal
18 Zoeller Street Concord,Concord,997.8,-33.85795,151.111181,True,8,normal
180 Majors Bay Road Concord,Concord,755.2,-33.852599,151.102111,False,5,normal
181 Burwood Road Concord,Concord,638.6,-33.859668,151.112683,False,5,normal
182 Majors Bay Road Concord,Concord,762.3,-33.852453,151.102089,True,6,normal
183 Majors Bay Road Concord,Concord,775.8,-33.848931,151.101967,False,5,normal
185 Burwood Road Concord,Concord,646.6,-33.859649,151.113169,False,5,normal
185 Majors Bay Road Concord,Concord,782.5,-33.848795,151.101953,True,6,normal
187 Burwood Road Concord,Concord,643.6,-33.859624,151.113297,False,5,normal
187 Majors Bay Road Concord,Concord,770.7,-33.848675,151.101889,False,5,normal
189 Burwood Road Concord,Concord,664.2,-33.8596,151.113426,False,5,normal
18A Creewood Street Concord,Concord,491.8,-33.861853,151.094245,True,7,normal
18A Patterson Street Concord,Concord,821.5,-33.862276,151.098754,True,7,normal
19 Alton Avenue Concord,Concord,905.8,-33.860574,151.094105,False,5,normal
19 Archer Street Concord,Concord,853.0,-33.85072,151.103208,False,5,normal
19 Arthur Street Concord,Concord,611.2,-33.858676,151.09867,False,5,normal
19 Augusta Street Concord,Concord,827.0,-33.847162,151.102378,False,5,normal
19 Bent Street Concord,Concord,536.2,-33.854472,151.104321,True,6,normal
19 Brays Road Concord,Concord,900.6,-33.847728,151.111069,True,6,normal
19 Broughton Street Concord,Concord,802.6,-33.865959,151.103972,True,6,normal
19 Cabarita Road Concord,Concord,860.4,-33.851885,151.109142,True,6,normal
19 Cormiston Avenue Concord,Concord,825.7,-33.859181,151.102846,False,5,normal
19 Correys Avenue Concord,Concord,777.0,-33.853302,151.100913,False,5,normal
19 Crane Street Concord,Concord,635.4,-33.861148,151.105645,False,5,normal
19 Creewood Street Concord,Concord,755.6,-33.861509,151.094642,True,6,normal
19 Cross Street Concord,Concord,1017.8,-33.85989,151.096037,True,6,normal
19 Davidson Avenue Concord,Concord,745.8,-33.854273,151.100926,False,5,normal
19 Deakin Street Concord,Concord,1064.6,-33.844477,151.104138,False,5,normal
19 Durham Street Concord,Concord,850.0,-33.859789,151.11689,False,5,normal
19 Excelsior Street Concord,Concord,636.6,-33.861404,151.108586,True,6,normal
19 Flavelle Street Concord,Concord,603.4,-33.860451,151.100197,False,5,normal
19 Gale Street Concord,Concord,416.7,-33.847327,151.108005,False,5,small
19 Gladstone Street Concord,Concord,570.4,-33.861118,151.107717,False,5,normal
19 Jones Street Concord,Concord,794.7,-33.85832,151.104566,True,6,normal
19 Kingston Avenue Concord,Concord,926.5,-33.845869,151.106209,False,5,normal
19 Kitchener Avenue Concord,Concord,865.9,-33.849449,151.110668,False,5,normal
19 Lancelot Street Concord,Concord,882.9,-33.851411,151.104141,False,5,normal
19 Ludgate Street Concord,Concord,1022.7,-33.857568,151.101114,True,7,normal
19 Marceau Drive Concord,Concord,854.4,-33.859733,151.114446,True,11,normal
19 Melbourne Street Concord,Concord,717.8,-33.866286,151.100496,False,5,normal
19 Mortlake Street Concord,Concord,720.4,-33.848612,151.108095,False,5,normal
19 Nicholas Avenue Concord,Concord,616.2,-33.859679,151.10872,True,6,normal
19 Riverview Street Concord,Concord,794.5,-33.849263,151.111776,False,5,normal
19 Shackel Avenue Concord,Concord,868.2,-33.85932,151.100378,False,5,normal
19 Station Street Concord,Concord,905.8,-33.858797,151.093557,False,5,normal
19 Trafalgar Parade Concord,Concord,841.0,-33.855168,151.10113,True,6,normal
19 Tremere Street Concord,Concord,486.5,-33.857965,151.112178,False,5,normal
19 Turner Avenue Concord,Concord,1159.3,-33.846096,151.104988,False,5,normal
19 View Street Concord,Concord,664.9,-33.855156,151.111388,False,5,normal
19 Warbrick Street Concord,Concord,796.1,-33.856266,151.105765,False,5,normal
19 Wellbank Street Concord,Concord,804.5,-33.855985,151.10214,False,5,normal
19 William Street Concord,Concord,769.0,-33.848387,151.109103,False,5,normal
19 Zoeller Street Concord,Concord,1109.3,-33.857385,151.111341,False,5,normal
19A Ludgate Street Concord,Concord,1022.7,-33.857568,151.101114,True,7,normal
19A Noble Street Concord,Concord,710.9,-33.851155,151.105261,True,8,normal
1A Braddon Street Concord,Concord,577.7,-33.844371,151.10571,False,5,normal
1A Burwood Road Concord,Concord,339.7,-33.868802,151.105608,True,6,small
1A Freeman Place Concord,Concord,552.3,-33.856669,151.108641,False,5,normal
1A John Street Concord,Concord,1144.1,-33.86674,151.101668,True,7,normal
1A Norman Street Concord,Concord,622.2,-33.845425,151.102467,True,6,normal
1A Tripod Street Concord,Concord,565.4,-33.859251,151.111436,True,7,normal
1B Cabarita Road Concord,Concord,722.8,-33.852409,151.106847,True,7,normal
1B Crane Street Concord,Concord,651.5,-33.862094,151.107719,False,5,normal
1B Macnamara Avenue Concord,Concord,822.7,-33.861748,151.097542,False,5,normal
1C Cabarita Road Concord,Concord,766.0,-33.852258,151.106975,True,7,normal
1C Macnamara Avenue Concord,Concord,853.6,-33.861549,151.09765,True,8,normal
2 Anderson Road Concord,Concord,1292.3,-33.852257,151.106347,True,25,normal
2 Archer Street Concord,Concord,927.0,-33.850588,151.105896,True,6,normal
2 Arthur Street Concord,Concord,442.8,-33.857787,151.097605,True,8,small
